release_date,rank,pic_id,pic_unique_show,perc,is_show,picture_url,,,,,,,,,,,,,,,,,,,
2022-01-01,5,632d9e0f60de5ff993ed6480,38961,19.50%,1,https://jigsaw-cdn.dailyinnovation.biz/b691480efe5c7baee9ecd3cae744f1ab.jpg,,,,,,,,,,,,,,,,,,,
2022-01-01,4,61c190c348d1967c9e53819a,75274,21.93%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_36611017_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-01,3,6364ef66a3145f1256fd86a5,44125,21.43%,1,https://jigsaw-cdn.dailyinnovation.biz/a3742a0708e710adcf1845a79366f3e8.jpg,,,,,,,,,,,,,,,,,,,
2022-01-01,2,61c054159195b600b5f5d1d2,25064,9.18%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_35903711_vect.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,12,61c190c448d1967c9e53819e,57496,18.09%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_13129826_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,11,61976bb4750e3c7dcc1347a6,27509,16.53%,1,https://jigsaw-cdn.dailyinnovation.biz/36a733d3a869146e84aa99a8c8942594.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,10,61c190ae48d1967c9e538189,82929,15.29%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_1611625828.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,9,61c2f88bed9188e5e70ed5a2,42713,16.22%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_93945478_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,8,61960a37750e3c7dcc13451c,35343,13.78%,1,https://jigsaw-cdn.dailyinnovation.biz/d71a32f033606b732f0ee9b6a04c80cf.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,8,62a1a500cce6b2f7f5190d81,27961,17.31%,1,https://jigsaw-cdn.dailyinnovation.biz/zdenek-machacek-_Ft-CKcTQFs-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,7,61a5e96d95e87188a34558d4,33503,14.07%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_18759893_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,6,6177c93bb5e166506a83a8ce,51297,17.73%,1,https://jigsaw-cdn.dailyinnovation.biz/8c5db822ceb28764b863ec62fd876e23.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,4,619c98ee9f7909c54dd492b9,33996,13.14%,1,https://jigsaw-cdn.dailyinnovation.biz/3b911f37cbde4c27755f1a388d15c938.jpg,,,,,,,,,,,,,,,,,,,
2022-01-02,3,61c190b948d1967c9e53818e,24626,10.31%,1,https://jigsaw-cdn.dailyinnovation.biz/noelle-BK4rszchcE4-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,12,61c2f65fed9188e5e70ed532,41133,13.98%,1,https://jigsaw-cdn.dailyinnovation.biz/angel-ceballos-wlD5wZB30fw-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,11,618a23d56ac28a0ab9b2bdca,38673,9.67%,1,https://jigsaw-cdn.dailyinnovation.biz/1fdbb235586238ea3dd92a2dbae6ca01.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,10,634940b2df60b1b10e0fea1f,21596,9.95%,0,https://jigsaw-cdn.dailyinnovation.biz/1056e01fbafafb163838a6c6b352b886.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,10,619c98719f7909c54dd49296,33907,15.05%,1,https://jigsaw-cdn.dailyinnovation.biz/e54d66ebe4f6c80fbe0df33f3d010e20.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,9,61c2f7d5ed9188e5e70ed576,42967,19.57%,1,https://jigsaw-cdn.dailyinnovation.biz/ekaterina-kasimova-e3u7HScmz_w-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,8,619b5daa9f7909c54dd487a4,70062,18.97%,1,https://jigsaw-cdn.dailyinnovation.biz/AdobeStock_200585430.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,7,61960a18750e3c7dcc134518,33877,12.50%,1,https://jigsaw-cdn.dailyinnovation.biz/68e2b61380be946095690c4de37ba027.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,6,61c190cc48d1967c9e5381a7,48359,18.84%,1,https://jigsaw-cdn.dailyinnovation.biz/sarah-CfiE2Il-4kI-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,4,61c190c948d1967c9e5381a4,55756,13.90%,1,https://jigsaw-cdn.dailyinnovation.biz/sven-brandsma-S9zAGWOlwPI-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,3,61c433bced9188e5e70ee054,30660,13.06%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_81531888_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-03,2,61976a07750e3c7dcc13475f,22481,16.93%,1,https://jigsaw-cdn.dailyinnovation.biz/56740f6bbfb988d5d52071a9325fe41b.jpg,,,,,,,,,,,,,,,,,,,
2022-01-04,12,6188e072b5e166506a83bef8,45442,24.75%,1,https://jigsaw-cdn.dailyinnovation.biz/4ceab27733dc3bf27f6f84f2a1e207a3.jpg,,,,,,,,,,,,,,,,,,,
2022-01-04,11,61c433b8ed9188e5e70ee03d,65056,19.58%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_36698141_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-04,10,61a4442485bcd1c083294007,38124,15.50%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_502474237.jpg,,,,,,,,,,,,,,,,,,,
2022-01-04,9,61c190aa48d1967c9e538184,72080,12.82%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_207139906.jpg,,,,,,,,,,,,,,,,,,,
2022-01-04,8,61c2f5dbed9188e5e70ed51f,40928,10.26%,1,https://jigsaw-cdn.dailyinnovation.biz/tim-bish-KFqayNZ9fdE-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-04,7,619205f66ac28a0ab9b2e69a,32662,13.99%,1,https://jigsaw-cdn.dailyinnovation.biz/ba705e91791f056957f5f1ed56ef59f1.jpg,,,,,,,,,,,,,,,,,,,
2022-01-04,6,61c190cf48d1967c9e5381aa,48607,20.69%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_60175073_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-05,12,6177ca02b5e166506a83a8fa,43361,21.42%,1,https://jigsaw-cdn.dailyinnovation.biz/de9950e6068b7e7c8c432bb191f96bf6.jpg,,,,,,,,,,,,,,,,,,,
2022-01-05,11,61c190c248d1967c9e538197,73522,17.88%,1,https://jigsaw-cdn.dailyinnovation.biz/adam-borkowski--WaxcwCqvsM-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-05,10,61712f30b9ac9205edbd11d1,39745,8.13%,1,https://jigsaw-cdn.dailyinnovation.biz/39c073a4babd27e3086af487936aaa8b.jpg,,,,,,,,,,,,,,,,,,,
2022-01-05,8,61c190a448d1967c9e53817f,44026,14.33%,1,https://jigsaw-cdn.dailyinnovation.biz/philipp-berg-ekzeQ4j02cw-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-05,7,61c2f5c8ed9188e5e70ed51b,38452,13.50%,1,https://jigsaw-cdn.dailyinnovation.biz/georgia-de-lotz-6-XCvoIbOZI-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-05,6,6177cc14b5e166506a83a9a1,50632,20.37%,1,https://jigsaw-cdn.dailyinnovation.biz/03f73f3bf5f1698b753307eb0304c343.jpg,,,,,,,,,,,,,,,,,,,
2022-01-06,12,61c18ecb48d1967c9e53813c,46914,18.30%,1,https://jigsaw-cdn.dailyinnovation.biz/AdobeStock_281446665.jpg,,,,,,,,,,,,,,,,,,,
2022-01-06,11,61c2f6b8ed9188e5e70ed541,42784,14.60%,1,https://jigsaw-cdn.dailyinnovation.biz/tijana-drndarski-1L4q_S1atmc-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-06,10,61c190bc48d1967c9e538192,44007,6.82%,1,https://jigsaw-cdn.dailyinnovation.biz/norman-tsui-KBKHXjhVQVM-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-06,8,61937ac36ac28a0ab9b2ec40,37179,14.96%,1,https://jigsaw-cdn.dailyinnovation.biz/b912329134bf59252a9cc7c45dbb0aa3.jpg,,,,,,,,,,,,,,,,,,,
2022-01-06,6,61976eb0750e3c7dcc13482f,25953,14.40%,1,https://jigsaw-cdn.dailyinnovation.biz/0546d0cc80c3428884a023894a1e96d4.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,12,61c190ab48d1967c9e538185,65934,14.72%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_1857789046.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,11,61c2f6f5ed9188e5e70ed54d,44550,12.18%,1,https://jigsaw-cdn.dailyinnovation.biz/eugene-zhyvchik-0O58LvoYdHk-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,10,619b5e389f7909c54dd487c7,45898,15.17%,1,https://jigsaw-cdn.dailyinnovation.biz/AdobeStock_279411638.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,9,619c98919f7909c54dd4929f,35619,18.94%,1,https://jigsaw-cdn.dailyinnovation.biz/31a4e5d1cda3c5e7efa666ba68a75475.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,8,61c2f5a0ed9188e5e70ed513,39473,8.84%,1,https://jigsaw-cdn.dailyinnovation.biz/christian-lambert-vgyaeK4IzJQ-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,7,618e47076ac28a0ab9b2ca28,76308,13.77%,1,https://jigsaw-cdn.dailyinnovation.biz/01a997b85503d8fad4afee0c5def375b.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,6,61c190ce48d1967c9e5381a9,37085,17.46%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_57609975_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-07,5,61c190a548d1967c9e538180,24035,12.10%,1,https://jigsaw-cdn.dailyinnovation.biz/flouffy-3ZZsGDaDVq0-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-08,12,619c98d39f7909c54dd492b1,32479,15.62%,1,https://jigsaw-cdn.dailyinnovation.biz/5035eb9fe02fe39452444de70330ced8.jpg,,,,,,,,,,,,,,,,,,,
2022-01-08,11,61bb06f7a4417b2cd1bfb965,44710,14.28%,1,https://jigsaw-cdn.dailyinnovation.biz/karsten-winegeart-n3c5pSoD2Fc-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-08,10,61adbd7a0b9699924a1a3ee0,40107,13.19%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_98508977.jpg,,,,,,,,,,,,,,,,,,,
2022-01-08,9,61937a736ac28a0ab9b2ec2b,80374,19.82%,1,https://jigsaw-cdn.dailyinnovation.biz/a308f08400fd113266f3aa50684cfd2e.jpg,,,,,,,,,,,,,,,,,,,
2022-01-08,6,61c2f929ed9188e5e70ed5c6,53921,12.48%,1,https://jigsaw-cdn.dailyinnovation.biz/daeun-kim-qIcmpJOVRoQ-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-08,5,61c433baed9188e5e70ee048,56872,12.32%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_128915212_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-08,4,618a23be6ac28a0ab9b2bdc6,1466,6.68%,1,https://jigsaw-cdn.dailyinnovation.biz/403131e8135c4032013025baae441604.jpg,,,,,,,,,,,,,,,,,,,
2022-01-09,12,6167ef7895170cc3828b10b5,31279,11.87%,1,https://jigsaw-cdn.dailyinnovation.biz/06574fe340ffdd7c308b77a651b56107.jpg,,,,,,,,,,,,,,,,,,,
2022-01-09,11,620f3d6fa58eb44be7af6a34,45402,12.02%,1,https://jigsaw-cdn.dailyinnovation.biz/44fdbeab7b07b7a7923a794d0006b6b7.jpeg,,,,,,,,,,,,,,,,,,,
2022-01-09,10,61c433bbed9188e5e70ee04c,57287,11.21%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_428251286_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-09,9,61852a0cb5e166506a83bd20,33842,12.15%,1,https://jigsaw-cdn.dailyinnovation.biz/671b8aa13b48f84c4cc7fd0f60e1c114.jpg,,,,,,,,,,,,,,,,,,,
2022-01-09,8,618a1f6c6ac28a0ab9b2bd74,35262,17.56%,1,https://jigsaw-cdn.dailyinnovation.biz/4cf6bea68b28f35473b8335296bb9f97.jpg,,,,,,,,,,,,,,,,,,,
2022-01-09,7,6177ceadb5e166506a83aa00,113648,16.72%,1,https://jigsaw-cdn.dailyinnovation.biz/afda3a49675e2450d4549ebb1e539fd1.jpg,,,,,,,,,,,,,,,,,,,
2022-01-09,6,62a9417ccce6b2f7f51936da,59477,23.83%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_1870781092.jpg,,,,,,,,,,,,,,,,,,,
2022-01-09,5,61a9b34f08789e1c308767da,17169,8.96%,1,https://jigsaw-cdn.dailyinnovation.biz/amber-kipp-75715CVEJhI-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,12,61a75136ad22f796bd0541d3,56161,8.16%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_1877207101.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,11,61c2f7c1ed9188e5e70ed572,43071,12.44%,1,https://jigsaw-cdn.dailyinnovation.biz/mariia-zakatiura-KzxnzkT5GAw-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,10,619f51f27fb8b15532ef850e,27810,16.20%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_273811460.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,9,618b72076ac28a0ab9b2bf30,37374,20.12%,1,https://jigsaw-cdn.dailyinnovation.biz/ebb51ccfc31317b97ecefbf683aef815.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,8,61c190a648d1967c9e538181,44355,16.18%,1,https://jigsaw-cdn.dailyinnovation.biz/jessica-lewis-xz1ZYspQ9Ts-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,6,617bae75b5e166506a83ae7e,36684,19.03%,1,https://jigsaw-cdn.dailyinnovation.biz/76bbf737ce76d97bbe898fdb78b4882e.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,5,62bd8fdc9876e4a1a6005e12,48504,21.47%,1,https://jigsaw-cdn.dailyinnovation.biz/dev-asangbam-baTtO8UODDo-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,4,61728995b5e166506a83a24d,28873,17.05%,1,https://jigsaw-cdn.dailyinnovation.biz/3a343be8afd77664236b7ddb0c194e4d.jpg,,,,,,,,,,,,,,,,,,,
2022-01-10,3,62cc0c969876e4a1a600a53c,16727,11.56%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_3557704_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-11,12,61bc7acfc5eb11567ead434f,40510,22.37%,1,https://jigsaw-cdn.dailyinnovation.biz/joel-jasmin-forestbird-CsJVqKdWpl4-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-11,11,636245b5a3145f1256fcee4f,69813,31.44%,1,https://jigsaw-cdn.dailyinnovation.biz/45257ed2211c836e747e8ced0f5a5683.jpg,,,,,,,,,,,,,,,,,,,
2022-01-11,11,61a886e1c1556423f09ae5fe,43920,13.98%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_616248851.jpg,,,,,,,,,,,,,,,,,,,
2022-01-11,10,61c2f607ed9188e5e70ed527,50731,10.02%,1,https://jigsaw-cdn.dailyinnovation.biz/lucas-hoang-Ai7BNhpA5W4-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-11,8,6141f34541bd31b55a079016,33386,19.45%,1,https://jigsaw-cdn.dailyinnovation.biz/resource/DAI-FLO-shutterstock_140149429.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,12,62bd8fcf9876e4a1a6005e00,40846,13.78%,1,https://jigsaw-cdn.dailyinnovation.biz/arjun-mj-DL4SiFoOMN4-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,11,62bed38a9876e4a1a6006706,40650,12.50%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_182669220_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,10,62bed3869876e4a1a6006701,40704,13.13%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_2555045_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,9,61bc5da0c5eb11567ead4194,30178,18.58%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_32635805_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,8,61c190a748d1967c9e538182,63550,14.38%,1,https://jigsaw-cdn.dailyinnovation.biz/jamie-street-kwy4oUgCC2A-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,7,618cd3f36ac28a0ab9b2c3ab,37531,8.43%,1,https://jigsaw-cdn.dailyinnovation.biz/74cd83eb650521fe6fd171b3ee727a9c.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,6,61a5e9cb95e87188a34558f6,35448,10.62%,1,https://jigsaw-cdn.dailyinnovation.biz/morgane-le-breton-rqIr5yFIaGc-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,5,61c433a5ed9188e5e70edff8,41794,24.90%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_81634370_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,3,619374336ac28a0ab9b2eb74,47288,12.27%,1,https://jigsaw-cdn.dailyinnovation.biz/671fc66dfd0f89185f527f6a5abe8d02.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,2,619206566ac28a0ab9b2e6b2,78385,16.23%,1,https://jigsaw-cdn.dailyinnovation.biz/fadd4bd9a325ebbdd2b3c9e90c573a2f.jpg,,,,,,,,,,,,,,,,,,,
2022-01-12,1,6183b29cb5e166506a83bb53,43645,11.66%,1,https://jigsaw-cdn.dailyinnovation.biz/195f9a3e2b79f6802a88c74f54a4dcb4.jpg,,,,,,,,,,,,,,,,,,,
2022-01-13,12,61a4442285bcd1c083293ff2,48116,13.32%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_394009459.jpg,,,,,,,,,,,,,,,,,,,
2022-01-13,11,61a5ecfb95e87188a34559eb,37984,6.58%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_662126548.jpg,,,,,,,,,,,,,,,,,,,
2022-01-13,10,61a9b34e08789e1c308767cb,44956,14.00%,1,https://jigsaw-cdn.dailyinnovation.biz/nadia-degrassi-q-JzEuxsYLc-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-13,9,61debe356de5ebac1234e03e,42857,18.33%,1,https://jigsaw-cdn.dailyinnovation.biz/b83ab3595d909702434ad6ce329527c1.jpg,,,,,,,,,,,,,,,,,,,
2022-01-13,7,61977059750e3c7dcc13487b,34335,13.79%,1,https://jigsaw-cdn.dailyinnovation.biz/14dcb91ac8eadd25bee699e5afb137cc.jpg,,,,,,,,,,,,,,,,,,,
2022-01-13,6,61a5e9ea95e87188a3455900,35063,14.85%,1,https://jigsaw-cdn.dailyinnovation.biz/photo-1578305035108-429188b9ede6.jpg,,,,,,,,,,,,,,,,,,,
2022-01-13,5,618a20986ac28a0ab9b2bd94,28555,13.94%,1,https://jigsaw-cdn.dailyinnovation.biz/45fdf94ac649341cc8b029690ea86e08.jpg,,,,,,,,,,,,,,,,,,,
2022-01-14,12,618a1efd6ac28a0ab9b2bd64,27739,12.13%,1,https://jigsaw-cdn.dailyinnovation.biz/207a2f186b1816cf66c74fc5984ef46d.jpg,,,,,,,,,,,,,,,,,,,
2022-01-14,11,618251d2b5e166506a83b54a,33451,17.97%,1,https://jigsaw-cdn.dailyinnovation.biz/e796859dd92cbe1a25e118e080f24e93.jpg,,,,,,,,,,,,,,,,,,,
2022-01-14,10,6194a905750e3c7dcc1341ec,32413,12.81%,1,https://jigsaw-cdn.dailyinnovation.biz/2ee76c8b1c71f25f45a7ea22f29656e2.jpg,,,,,,,,,,,,,,,,,,,
2022-01-14,9,61c190ab48d1967c9e538186,45320,14.85%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_90338347.jpg,,,,,,,,,,,,,,,,,,,
2022-01-14,8,61a445a785bcd1c08329406b,49792,11.24%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_1425618683.jpg,,,,,,,,,,,,,,,,,,,
2022-01-14,5,62381ff33d8d16fe91a19a28,4853,39.13%,1,https://jigsaw-cdn.dailyinnovation.biz/AdobeStock_327199702.jpeg,,,,,,,,,,,,,,,,,,,
2022-01-15,12,61a4442285bcd1c083293ff6,54929,10.57%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_621228200.jpg,,,,,,,,,,,,,,,,,,,
2022-01-15,11,62bed39c9876e4a1a600671d,60629,15.55%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_468939599.jpg,,,,,,,,,,,,,,,,,,,
2022-01-15,10,61a5e9cb95e87188a34558f7,37763,21.20%,1,https://jigsaw-cdn.dailyinnovation.biz/paul-streltsov-xQ3_dO3nQ6I-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-15,9,619b5df39f7909c54dd487bb,69740,17.06%,1,https://jigsaw-cdn.dailyinnovation.biz/AdobeStock_90713490.jpg,,,,,,,,,,,,,,,,,,,
2022-01-15,8,61b9b42791ff2427b473dcd7,34064,13.25%,1,https://jigsaw-cdn.dailyinnovation.biz/hans-veth-bV5m_AivgNU-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-16,12,619205016ac28a0ab9b2e666,29343,12.46%,1,https://jigsaw-cdn.dailyinnovation.biz/fbed21bc84c8dbeee323efaeb4def47f.jpg,,,,,,,,,,,,,,,,,,,
2022-01-16,11,61c054099195b600b5f5d1c4,46210,13.03%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_1975478612.jpg,,,,,,,,,,,,,,,,,,,
2022-01-16,10,6194a935750e3c7dcc1341f4,36518,11.31%,1,https://jigsaw-cdn.dailyinnovation.biz/e47d5c2a862a07ec4b17747cd4890c60.jpg,,,,,,,,,,,,,,,,,,,
2022-01-16,9,61c2f800ed9188e5e70ed582,45115,12.28%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_29493887_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-16,8,61852197b5e166506a83bc94,42457,11.72%,1,https://jigsaw-cdn.dailyinnovation.biz/e641273e15732204bf99dddb4fb4257a.jpg,,,,,,,,,,,,,,,,,,,
2022-01-16,7,61a4a33a803b9e4a449fbe55,37179,11.23%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_134655278.jpg,,,,,,,,,,,,,,,,,,,
2022-01-16,6,61a9b35008789e1c308767e1,15175,8.80%,1,https://jigsaw-cdn.dailyinnovation.biz/jonah-pettrich-JY6SQqlJLXE-unsplash.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,12,61a5eb3095e87188a3455974,59251,18.47%,1,https://jigsaw-cdn.dailyinnovation.biz/shutterstock_308287637.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,11,61bb075ca4417b2cd1bfb98e,3139,19.24%,0,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_353220762_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,11,61dfcede6de5ebac1234ed25,38187,14.00%,1,https://jigsaw-cdn.dailyinnovation.biz/b130066748528f6c09fcae2744f5c249.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,10,619205216ac28a0ab9b2e66e,28559,13.99%,1,https://jigsaw-cdn.dailyinnovation.biz/8861cb8929902175e299672828ce5b02.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,9,619378746ac28a0ab9b2ebc6,43372,10.38%,1,https://jigsaw-cdn.dailyinnovation.biz/b38b45e31f8fecf014fc15781c7d1324.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,8,6141f34541bd31b55a0790a6,32047,12.97%,1,https://jigsaw-cdn.dailyinnovation.biz/resource/DAI-COL0076-shutterstock_1806902203.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,7,61bc5d0ec5eb11567ead417e,47653,18.54%,1,https://jigsaw-cdn.dailyinnovation.biz/Depositphotos_1616399_XL.jpg,,,,,,,,,,,,,,,,,,,
2022-01-17,6,6183b0d7b5e166506a83bb1a,41221,11.47%,1,https://jigsaw-cdn.dailyinnovation.biz/250ef516da2ad9ce91fa0c1947920abd.jpg,,,,,,,,,,,,,,,,,,,
2022-01-18,12,61c18eef48d1967c9e53814e,47329,19.27%,1,https://jigsaw-cdn.dailyinnovation.biz/AdobeStock_380608767.jpg,,,,,,,,,,,,,,,,,,,
2022-01-18,11,618cd8636ac28a0ab9b2c534,3791,10.97%,0,https://jigsaw-cdn.dailyinnovation.biz/28abe05afb3d42486afd03d52b73d95f.jpg,,,,,,,,,,,,,,,,,,,
